Title,Hammer_Price,Low_Estimate_price,High_Estimate_price,Signature,created_date,Medium,Auction_Lot,Auction_House,Auction_Date,sold_status,height,width
Nature Morte Aux Pommes Et Coings,301000,200000,300000,Signed,nogiven,Oil / Canvas,190,Sotheby's New York,"11/08/2007
                ",sold,29.54,19.05
Vase De Fleurs,769000,500000,700000,Signed,nogiven,Oil / Canvas,191,Sotheby's New York,"11/08/2007
                ",sold,51.13,41.61
Chapeau Au Ruban Rouge,769000,650000,850000,Signed,nogiven,Oil / Canvas,192,Sotheby's New York,"11/08/2007
                ",sold,25.4,33.02
Jeune Femme En Blanc Lisant,511000,400000,600000,Signed Lower Right,1873,Oil / Canvas,210,Sotheby's New York,"11/08/2007
                ",sold,27.0,34.8
Portrait De Femme,0,700000,900000,Signed,nogiven,Oil / Canvas,211,Sotheby's New York,"11/08/2007
                ",sold,37.16,47.96
Panneau De Fruits Et Fleurs,349000,300000,400000,Signed Lower Right,1915,Oil / Canvas,248,Sotheby's New York,"11/08/2007
                ",sold,46.05,27.18
Portrait De Jeune Femme,97000,40000,60000,Unsigned,nogiven,Oil / Canvas,262,Sotheby's New York,"11/08/2007
                ",sold,12.7,15.57
Femmes Dans Un Jardin,12249000,8000000,12000000,Signed Lower Right,1873,Oil / Canvas,15,Sotheby's New York,"11/07/2007
                ",sold,65.28,54.94
Enfant Assis En Robe Bleue,0,9000000,12000000,Signed Lower Right,1889,Oil / Canvas,19,Sotheby's New York,"11/07/2007
                ",sold,53.85,65.28
Confidence,2617000,1200000,1600000,Signed,1897,Oil / Canvas,69,Sotheby's New York,"11/07/2007
                ",sold,33.35,41.15
Femme en bleu,757800,500000,700000,Signed,nogiven,Oil / Canvas,306,"Christie's New York, Rockefeller Center","11/07/2007
                ",sold,27.31,33.02
Etude de femme au chapeau jaune,457000,400000,600000,Stamped,nogiven,Oil / Canvas,323,"Christie's New York, Rockefeller Center","11/07/2007
                ",sold,34.29,29.85
L'église de Varengeville et les falaises,337000,350000,450000,Signed Lower Right,nogiven,Oil / Canvas,326,"Christie's New York, Rockefeller Center","11/07/2007
                ",sold,73.03,53.98
Portrait de femme,541000,400000,600000,Signed,nogiven,Oil / Canvas,358,"Christie's New York, Rockefeller Center","11/07/2007
                ",sold,33.66,41.28
Nature morte aux fraises,325000,220000,280000,Signed,nogiven,Oil / Canvas,387,"Christie's New York, Rockefeller Center","11/07/2007
                ",sold,28.24,19.69
Jeune fille au chapeau noir a fleurs rouges ,2169000,1500000,2500000,Signed,1898,Oil / Canvas,10,"Christie's New York, Rockefeller Center","11/06/2007
                ",sold,32.72,40.97
Nature morte au melon et au vase of fleurs,2505000,1000000,1500000,Signed Lower Right,1883,Oil / Canvas,23,"Christie's New York, Rockefeller Center","11/06/2007
                ",sold,64.01,53.85
Baigneuse de profil,0,1200000,1600000,Signed,nogiven,Pastel / Paper,26,"Christie's New York, Rockefeller Center","11/06/2007
                ",sold,45.42,52.4
Jeune femme brodant a la fenetre,0,2500000,3500000,Signed Lower Right,1900,Oil / Canvas,37,"Christie's New York, Rockefeller Center","11/06/2007
                ",sold,44.96,53.85
Femme dansant en costume d'italienne,881000,800000,1200000,Signed Lower Left,1881,Oil / Canvas,85,"Christie's New York, Rockefeller Center","11/06/2007
                ",sold,31.45,41.15
NATURE MORTE AU SUCRIER ET CITRONS,0,372010,400620,Signed,nogiven,Oil / Canvas,464,Anaf,"10/22/2007
                ",sold,29.0,15.5
DEUX PROFILS DE JEUNES FILLES,168180,85720,114290,Signed Lower Right,nogiven,Oil / Canvas,2,Artcurial,"10/20/2007
                ",sold,16.0,18.0
PAYSAGE,203590,171430,214290,Signed Lower Left,nogiven,Oil / Canvas,26,Artcurial,"10/20/2007
                ",sold,34.0,25.5
PORTRAIT DE FEMME AU CHAPEAU,0,1000020,1142880,Signed Lower Right,1912,Oil / Canvas,43,Artcurial,"10/20/2007
                ",sold,33.0,36.0
ESQUISSE DE PAYSAGE,371770,171430,214290,Signed,1895-96,Oil / Canvas,46,Artcurial,"10/20/2007
                ",sold,31.3,31.3
BUSTE DE PROFIL,46030,11430,14290,Unavailable,nogiven,Oil / Canvas,76,Artcurial,"10/20/2007
                ",sold,6.4,8.5
PORTRAIT DE FEMME ,15050,7140,8570,Unavailable,nogiven,Oil / Canvas,77,Artcurial,"10/20/2007
                ",sold,4.5,4.5
Jeté de roses,140610,0,0,Signed Lower Right,nogiven,Oil / Canvas,112,Bayeux Encheres,"07/14/2007
                ",sold,22.5,20.0
"REPOS SOUS L'ARBRE, CAGNES-SUR-MER",390370,403830,538440,Signed Lower Right,nogiven,Oil / Canvas,11,Piasa,"06/27/2007
                ",sold,40.0,30.0
Tete de Claude,64900,55000,70000,Signed,nogiven,Oil / Canvas,72,Matsart Auctioneers & Appraisers,"06/27/2007
                ",sold,11.0,8.5
Cros-de-Cagnes,620930,282240,362880,Signed Lower Left,1905,Oil / Canvas,3214,"Galerie Koller, AG, Zurich","06/22/2007
                ",sold,29.0,26.0
JEUNE FEMME,0,79430,119140,Unavailable,309,Oil / Canvas,309,"Sotheby's London, New Bond Street","06/20/2007
                ",sold,16.0,24.2
ANDRÉE EN BLOUSE ROSE,428910,278000,357430,Stamped,1917,Oil / Canvas,323,"Sotheby's London, New Bond Street","06/20/2007
                ",sold,23.0,24.5
JEUNE FILLE AU BUSTE,381250,297860,397140,Stamped,1900,Oil / Canvas,345,"Sotheby's London, New Bond Street","06/20/2007
                ",sold,23.0,22.0
ROCHERS AVEC PÊCHEURS DE CREVETTES,166800,139000,178710,Stamped,1882,Oil / Canvas,408,"Sotheby's London, New Bond Street","06/20/2007
                ",sold,32.8,23.3
PAYSAGE AVEC VUE SUR LA MER,524220,258140,357430,Signed Lower Right,nogiven,Oil / Canvas,413,"Sotheby's London, New Bond Street","06/20/2007
                ",sold,31.2,23.8
PAYSAGE,178710,99290,139000,Signed Lower Right,nogiven,Oil / Canvas,419,"Sotheby's London, New Bond Street","06/20/2007
                ",sold,25.2,16.5
PAYSAGE À CAGNES,57190,49640,69500,Stamped,1910,Oil / Canvas,432,"Sotheby's London, New Bond Street","06/20/2007
                ",sold,20.0,7.9
RÉFLEXION,6475870,4954000,6935600,Signed,1877,Oil / Canvas,8,"Sotheby's London, New Bond Street","06/19/2007
                ",sold,38.0,46.0
LE VILLAGE DE BONNECOURT,816420,594480,792640,Signed Lower Left,nogiven,Oil / Canvas,20,"Sotheby's London, New Bond Street","06/19/2007
                ",sold,41.0,32.0
Homme portant un garçon,166450,138710,198160,Signed Lower Right,nogiven,Oil / Canvas,322,"Christie's London, King Street","06/19/2007
                ",sold,13.34,25.4
Paysage de Cagnes,190230,118900,158530,Stamped,1904-1910,Oil / Canvas,323,"Christie's London, King Street","06/19/2007
                ",sold,29.54,18.42
"Rue de village, Louveciennes",428030,257610,297240,Signed Lower Left,1871-1872,Oil / Canvas,326,"Christie's London, King Street","06/19/2007
                ",sold,45.72,38.1
Bouquet de roses dans un vase vert,0,792640,1188960,Signed Lower Left,nogiven,Oil / Canvas,327,"Christie's London, King Street","06/19/2007
                ",sold,31.75,40.64
Bord de rivière,475580,495400,693560,Signed Lower Right,nogiven,Oil / Canvas,334,"Christie's London, King Street","06/19/2007
                ",sold,46.99,39.07
Paysage ensoleillé,814400,691850,1087190,Signed Lower Right,1880,Oil / Canvas,2,"Christie's London, King Street","06/18/2007
                ",sold,54.61,36.83
Gabrielle,0,988350,1383690,Signed,nogiven,Oil / Canvas,41,"Christie's London, King Street","06/18/2007
                ",sold,33.53,46.23
"Jeune homme à la cravate rouge, portrait d'Eugène Renoir",880820,790680,1087190,Signed Lower Right,1890,Oil / Canvas,42,"Christie's London, King Street","06/18/2007
                ",sold,54.1,66.04
"Portrait de Jeanne Baudot de trois-quarts et de face, vers 1896",785230,665450,798540,Signed,1896,Oil / Canvas,81,Beaussant Lefevre,"06/15/2007
                ",sold,40.5,25.0
"Gabrielle Nue, Assie sur un lit ",143400,80000,120000,Signed,nogiven,Oil / Linen,25152,Heritage Auctions,"05/24/2007-05/25/2007
                ",sold,19.05,20.32
La belle sicilienne,1137600,700000,900000,Signed Lower Right,1894,Oil / Canvas,209,"Christie's New York, Rockefeller Center","05/10/2007
                ",sold,29.54,39.37
Femme en costume oriental,0,600000,800000,Signed,nogiven,Oil / Canvas,214,"Christie's New York, Rockefeller Center","05/10/2007
                ",sold,26.04,35.89
Paysage,168000,80000,100000,Signed Lower Left,nogiven,Oil / Canvas,238,"Christie's New York, Rockefeller Center","05/10/2007
                ",sold,23.83,20.96
Nu au bras levé,204000,100000,150000,Signed Lower Left,nogiven,Oil / Canvas,246,"Christie's New York, Rockefeller Center","05/10/2007
                ",sold,13.03,25.1
Poisson,156000,60000,80000,Signed Lower Right,1916,Oil / Canvas,248,"Christie's New York, Rockefeller Center","05/10/2007
                ",sold,45.09,24.13
Jeune femme cousant,656000,300000,400000,Signed,nogiven,Oil / Canvas,253,"Christie's New York, Rockefeller Center","05/10/2007
                ",sold,23.83,27.31
Femmes dans un paysage,0,800000,1200000,Stamped,1918,Oil / Canvas,264,"Christie's New York, Rockefeller Center","05/10/2007
                ",sold,63.5,50.17
Bouquet de roses,516000,500000,700000,Signed,nogiven,Oil / Canvas,273,"Christie's New York, Rockefeller Center","05/10/2007
                ",sold,37.8,34.93
Baigneuse assise or Andrée assise,0,700000,900000,Signed,1915,Oil / Canvas,277,"Christie's New York, Rockefeller Center","05/10/2007
                ",sold,36.2,43.18
Nu debout,1832000,1800000,2500000,Signed Lower Right,1889,Oil / Canvas,4,"Christie's New York, Rockefeller Center","05/09/2007
                ",sold,32.08,41.61
Grande baigneuse aux jambes croisées,8888000,6000000,8000000,Signed Lower Right,1904,Oil / Canvas,40,"Christie's New York, Rockefeller Center","05/09/2007
                ",sold,73.03,92.08
COCO AU RUBAN ROSE,611200,300000,400000,Signed,1905,Oil / Canvas,123,Sotheby's New York,"05/09/2007
                ",sold,26.04,31.12
PAYSAGE,42000,35000,45000,Signed Lower Left,1910,Oil / Canvas,145,Sotheby's New York,"05/09/2007
                ",sold,19.69,7.95
LAVEUSE DANS UN PAYSAGE,240000,150000,200000,Stamped,nogiven,Oil / Canvas,146,Sotheby's New York,"05/09/2007
                ",sold,31.12,20.02
VASE DE ROSES,628000,250000,350000,Signed Lower Right,nogiven,Oil / Canvas,148,Sotheby's New York,"05/09/2007
                ",sold,26.37,35.26
VASE DE FLEURS,908000,700000,900000,Signed Lower Right,nogiven,Oil / Canvas,190,Sotheby's New York,"05/09/2007
                ",sold,50.5,38.74
"PAYSAGE DE PROVENCE, CAGNES",0,300000,400000,Signed Lower Left,1910,Oil / Canvas,202,Sotheby's New York,"05/09/2007
                ",sold,48.26,31.45
PAYSAGE,162000,100000,150000,Stamped,nogiven,Oil / Canvas,204,Sotheby's New York,"05/09/2007
                ",sold,31.12,20.65
ÉTUDE DE FEMME,72000,70000,90000,Signed Initials,nogiven,Oil / Canvas,241,Sotheby's New York,"05/09/2007
                ",sold,23.19,16.84
LE CHEMIN OMBRAGÉ,96000,50000,70000,Signed Initials,nogiven,Oil / Canvas,242,Sotheby's New York,"05/09/2007
                ",sold,15.88,15.88
La lecture,5024000,4000000,6000000,Signed Lower Right,1889,Pastel / Paper,20,Sotheby's New York,"05/08/2007
                ",sold,65.1,80.98
Les Environs De Varengeville,1272000,1000000,1500000,Signed Lower Left,1885,Oil / Canvas,58,Sotheby's New York,"05/08/2007
                ",sold,65.1,52.07
Tête en médallion,42000,30000,40000,Unavailable,nogiven,Oil / Canvasboard,14,"Christie's New York, Rockefeller Center","02/14/2007
                ",sold,8.26,11.76
Paysage,42000,20000,30000,Stamped,nogiven,Oil / Canvas,36,"Christie's New York, Rockefeller Center","02/14/2007
                ",sold,12.07,6.05
Femme et enfant dans la campagne,156000,60000,80000,Signed Lower Right,nogiven,Watercolor / Paper,50,"Christie's New York, Rockefeller Center","02/14/2007
                ",sold,21.59,21.59
Le Sucrier,70710,29460,39290,Signed Lower Left,1911,Oil / Canvas,202,"Christie's London, King Street","02/07/2007
                ",sold,14.3,12.07
Tasse et Oranges,212140,117860,157140,Signed Lower Right,nogiven,Oil / Canvas,203,"Christie's London, King Street","02/07/2007
                ",sold,26.04,15.24
Paysage avec personagges,200360,98220,137500,Signed Lower Right,nogiven,Oil / Canvas,205,"Christie's London, King Street","02/07/2007
                ",sold,20.65,23.5
Jeune femme assise,58930,49110,68750,Signed Lower Right,nogiven,Oil / Canvas,206,"Christie's London, King Street","02/07/2007
                ",sold,13.97,19.05
Truites arc-en-ciel,212140,117860,157140,Signed,nogiven,Oil / Canvas,207,"Christie's London, King Street","02/07/2007
                ",sold,45.09,24.46
Le Verre de Vin,318220,196430,294650,Signed Lower Left,1908,Oil / Canvas,208,"Christie's London, King Street","02/07/2007
                ",sold,40.64,22.56
"Maisonnette, renoncules et fleurs diverses",0,78570,117860,Signed Lower Left,nogiven,Oil / Canvas,210,"Christie's London, King Street","02/07/2007
                ",sold,32.72,17.78
Paysage a Cagnes,0,157140,235720,Signed Lower Right,nogiven,Oil / Canvas,220,"Christie's London, King Street","02/07/2007
                ",sold,33.02,22.23
Torse nu de femme,471430,392860,589290,Signed,nogiven,Oil / Canvas,221,"Christie's London, King Street","02/07/2007
                ",sold,22.86,34.29
La femme a L'éventall,1138130,1177380,1569840,Signed,1906,Oil / Canvas,9,"Christie's London, King Street","02/06/2007
                ",sold,102.36,127.51
La Seine a Bougival,698580,588690,784920,Signed Lower Right,1879,Oil / Canvas,11,"Christie's London, King Street","02/06/2007
                ",sold,103.12,82.3
Saules et Personnages Dans une Barque,0,1962300,2943450,Signed Lower Right,1880,Oil / Canvas,13,"Christie's London, King Street","02/06/2007
                ",sold,187.96,235.71
La Leçon ,0,4905750,6868050,Signed Lower Right,1906,Oil / Canvas,14,"Christie's London, King Street","02/06/2007
                ",sold,216.15,165.86
Madame Thurneyssen,2237020,1962300,2943450,Signed,1908,Oil / Canvas,20,"Christie's London, King Street","02/06/2007
                ",sold,166.37,209.55
Paysage,176610,176610,235480,Signed Lower Right,nogiven,Oil / Canvas,310,"Sotheby's London, New Bond Street","02/06/2007
                ",sold,32.08,22.23
Femme au Sac,0,392460,588690,Signed Lower Left,1906,Oil / Canvas,318,"Sotheby's London, New Bond Street","02/06/2007
                ",sold,35.56,55.25
Bouquet de Roses dans un Vase,494500,274720,353210,Signed Lower Left,1900,Oil / Canvas,327,"Sotheby's London, New Bond Street","02/06/2007
                ",sold,27.0,28.91
Téte de coco,117740,78490,117740,Signed,nogiven,Oil / Canvas,329,"Sotheby's London, New Bond Street","02/06/2007
                ",sold,9.53,11.43
"Aloes, La Cueillete a Cagnes",470950,353210,490580,Signed Lower Left,1910,Oil / Canvas,332,"Sotheby's London, New Bond Street","02/06/2007
                ",sold,44.15,26.37
Jeune Fille au Chapeau Rouge,0,392460,588690,Signed,1913,Oil / Canvas,335,"Sotheby's London, New Bond Street","02/06/2007
                ",sold,27.94,33.02
Paysage a La Maison Blanche,0,156980,235480,Signed Lower Right,nogiven,Oil / Canvas,449,"Sotheby's London, New Bond Street","02/06/2007
                ",sold,25.4,16.51
Paysage Aux Collettes,0,392460,588690,Signed Lower Right,nogiven,Oil / Canvas,450,"Sotheby's London, New Bond Street","02/06/2007
                ",sold,46.05,32.08
Portrait de Henri Lerolle,588690,313970,392460,Signed,1895,Oil / Canvas,451,"Sotheby's London, New Bond Street","02/06/2007
                ",sold,34.93,45.09
Portrait du Colonel Howard Jenks,470950,490580,686810,Signed Lower Left,1865,Oil / Canvas,456,"Sotheby's London, New Bond Street","02/06/2007
                ",sold,60.33,74.3
Les Deux Seurs,13475140,11799600,15732800,Signed Lower Right,1889,Oil / Canvas,43,"Sotheby's London, New Bond Street","02/05/2007
                ",sold,54.61,64.14
Glaîeuls,1404940,786640,1179960,Signed Lower Left,1892,Oil / Canvas,51,"Sotheby's London, New Bond Street","02/05/2007
                ",sold,44.45,53.98
Baigneuse Assise,2241920,2359920,3539880,Signed Lower Left,1913,Oil / Canvas,59,"Sotheby's London, New Bond Street","02/05/2007
                ",sold,65.74,81.92
Dorival comme le bourgeois gentilhomme,0,209730,279640,Signed Lower Right,1900,Oil / Canvas,925,"Finarte Semenzato, Venezia","01/20/2007-01/21/2007
                ",sold,33.0,41.0
Femme assise,168000,100000,150000,Stamped,nogiven,Oil / Canvas,303,"Christie's New York, Rockefeller Center","11/09/2006
                ",sold,22.23,24.77
Vase de fleurs et femme,228000,100000,150000,Signed,nogiven,Oil / Canvas,304,"Christie's New York, Rockefeller Center","11/09/2006
                ",sold,25.1,35.26
Le concierge de Monsieur Paul Bérard,138000,80000,100000,Signed,1879,Oil / Canvas,306,"Christie's New York, Rockefeller Center","11/09/2006
                ",sold,16.51,22.23
Jeune femme accoudée,102000,70000,90000,Stamped,nogiven,Oil / Canvas,313,"Christie's New York, Rockefeller Center","11/09/2006
                ",sold,12.07,18.11
Paysage à Cagnes,262400,180000,220000,Stamped,1916,Oil / Canvas,328,"Christie's New York, Rockefeller Center","11/09/2006
                ",sold,38.1,20.32
Portrait de Pierre Renoir,452800,300000,400000,Signed,nogiven,Oil / Canvas,330,"Christie's New York, Rockefeller Center","11/09/2006
                ",sold,30.48,35.56
Le châlet de Blanche Pierson à Pourville,1696000,1200000,1600000,Signed Lower Left,1882,Oil / Canvas,336,"Christie's New York, Rockefeller Center","11/09/2006
                ",sold,65.41,53.98
Poêlon et fruits,114000,70000,90000,Signed Lower Left,1885,Oil / Canvas,351,"Christie's New York, Rockefeller Center","11/09/2006
                ",sold,39.37,16.51
Femme lisant,204000,120000,160000,Signed Initials,nogiven,Oil / Canvas,362,"Christie's New York, Rockefeller Center","11/09/2006
                ",sold,15.88,24.13
Bouquet de pivoines et d'anémones,329600,200000,300000,Signed Lower Right,nogiven,Oil / Canvas,365,"Christie's New York, Rockefeller Center","11/09/2006
                ",sold,24.46,32.72
Tête de petit garçon,120000,70000,90000,Unavailable,nogiven,Oil / Canvas,369,"Christie's New York, Rockefeller Center","11/09/2006
                ",sold,12.07,9.53
Entrée du village d'Essoyes,889600,600000,800000,Signed Lower Right,1901,Oil / Canvas,373,"Christie's New York, Rockefeller Center","11/09/2006
                ",sold,32.08,46.36
Jeune fille au chapeau fleuri,3600000,1800000,2500000,Signed Lower Left,1900,Oil / Canvas,13,"Christie's New York, Rockefeller Center","11/08/2006
                ",sold,55.88,46.99
"Beaulieu, femmes et garçonnet",4608000,4000000,6000000,Signed Lower Right,1890,Oil / Canvas,17,"Christie's New York, Rockefeller Center","11/08/2006
                ",sold,81.92,65.41
"Baigneuse, nue assise",1696000,1200000,1800000,Signed Lower Right,189,Oil / Canvas,19,"Christie's New York, Rockefeller Center","11/08/2006
                ",sold,33.02,41.28
Femme à la guitare,2144000,2000000,3000000,Signed Lower Right,1896-189,Oil / Canvas,26,"Christie's New York, Rockefeller Center","11/08/2006
                ",sold,54.61,65.53
PORTRAIT DE JACQUES-EUGÈNE SPULLER,744000,600000,800000,Signed and Dated,1871,Oil / Canvas,116,Sotheby's New York,"11/08/2006
                ",sold,38.1,46.36
ANÉMONES,168000,100000,150000,Stamped,nogiven,Oil / Canvas,166,Sotheby's New York,"11/08/2006
                ",sold,20.96,33.66
NATURE MORTE AUX POIVRONS,0,300000,400000,Signed Lower Right,nogiven,Oil / Canvas,167,Sotheby's New York,"11/08/2006
                ",sold,46.36,27.0
FEMME EN CORSET,772000,600000,800000,Signed,1897,Oil / Canvas,171,Sotheby's New York,"11/08/2006
                ",sold,25.4,32.08
"PAYSAGE, ENTRÉE DE VILLAGE AVEC FEMME ET ENFANT",216000,140000,180000,Stamped,1904-08,Oil / Canvas,178,Sotheby's New York,"11/08/2006
                ",sold,29.21,23.5
LA BOULANGÈRE,329600,250000,350000,Signed,1892-95,Oil / Canvas,183,Sotheby's New York,"11/08/2006
                ",sold,24.77,34.93
PAYSAGE À CAGNES AVEC FEMME ET ENFANT,1248000,900000,1200000,Stamped,1910,Oil / Canvas,14,Sotheby's New York,"11/07/2006
                ",sold,65.74,54.61
Paysage du midi,237080,96110,128150,Signed Lower Right,nogiven,Oil / Canvas,203,"Christie's London, King Street","06/21/2006
                ",sold,46.0,27.0
Femme nue allongée,124950,80100,112130,Signed Lower Left,nogiven,Oil / Canvas,205,"Christie's London, King Street","06/21/2006
                ",sold,24.1,18.7
Portrait de Lucienne,353700,192230,288340,Signed,1919,Oil / Canvas,206,"Christie's London, King Street","06/21/2006
                ",sold,31.0,36.0
Bouquet de roses dans un vase vert,838110,320380,480570,Signed Lower Left,nogiven,Oil / Canvas,207,"Christie's London, King Street","06/21/2006
                ",sold,46.0,40.0
Femme nue entrant dans l'eau,443410,400480,560670,Signed Lower Right,nogiven,Oil / Canvas,222,"Christie's London, King Street","06/21/2006
                ",sold,22.5,27.4
Portrait d'un enfant à la veste bleue,153780,112130,160190,Signed Initials,1907,Oil / Canvas,228,"Christie's London, King Street","06/21/2006
                ",sold,23.0,27.5
Buste de jeune fille au chapeau blanc,371640,352420,448530,Signed,nogiven,Oil / Canvas,234,"Christie's London, King Street","06/21/2006
                ",sold,33.0,29.5
Paysage à la cabane,299880,288340,400480,Signed Lower Left,nogiven,Oil / Canvas,241,"Christie's London, King Street","06/21/2006
                ",sold,41.9,31.1
L'été; Jeune femme dans un champ fleuri,6112850,6087220,7208550,Signed and Dated,1884,Oil / Canvas,110,"Christie's London, King Street","06/20/2006
                ",sold,66.0,81.3
JEUNE FILLE À LA TOQUE,386650,368940,553410,Signed,nogiven,Oil / Canvas,310,"Sotheby's London, New Bond Street","06/20/2006
                ",sold,27.0,32.2
BOUQUET DE FLEURS,644910,461180,645650,Signed Lower Left,nogiven,Oil / Canvas,317,"Sotheby's London, New Bond Street","06/20/2006
                ",sold,40.0,51.0
PAYSAGE,137250,73790,110680,Stamped,nogiven,Oil / Canvas,319,"Sotheby's London, New Bond Street","06/20/2006
                ",sold,33.2,23.0
PAYSAGE,166020,129130,166020,Signed Lower Right,nogiven,Oil / Canvas,320,"Sotheby's London, New Bond Street","06/20/2006
                ",sold,38.5,18.0
ALLÉE DU JARDIN DES COLLETTES,417640,258260,332050,Stamped,1907,Oil / Canvas,325,"Sotheby's London, New Bond Street","06/20/2006
                ",sold,33.0,23.5
PAYSAGE DE FONTAINEBLEAU,0,276710,368940,Signed Lower Left,1875,Oil / Canvas,446,"Sotheby's London, New Bond Street","06/20/2006
                ",sold,56.0,47.0
LA CLAIRIÈRE,0,184470,276710,Signed Lower Left,nogiven,Oil / Canvas,453,"Sotheby's London, New Bond Street","06/20/2006
                ",sold,35.7,26.4
FEMMES DANS UN JARDIN,9137520,7404800,11107200,Signed Lower Right,1873,Oil / Canvas,17,"Sotheby's London, New Bond Street","06/19/2006
                ",sold,65.5,55.0
Tete De Jeune Fille,486400,250000,350000,Signed Lower Right,nogiven,Pastel / Paper,116,Sotheby's New York,"05/04/2006
                ",sold,45.72,54.61
Brassee De Roses,352000,300000,400000,Signed Lower Left,1918,Oil / Canvas,117,Sotheby's New York,"05/04/2006
                ",sold,31.75,23.37
Claude Renoir Potier,0,450000,550000,Stamped,1916,Oil / Canvas,134,Sotheby's New York,"05/04/2006
                ",sold,39.88,52.07
Nature MOrte Aux Pommes,0,250000,350000,Signed,nogiven,Oil / Canvas,135,Sotheby's New York,"05/04/2006
                ",sold,27.94,17.02
La Liseuse,0,300000,400000,Stamped,1906,Oil / Canvas,139a,Sotheby's New York,"05/04/2006
                ",sold,18.11,27.94
Femme Au Fauteuil Vert,0,1250000,1750000,Signed,nogiven,Oil / Canvas,8,Sotheby's New York,"05/03/2006
                ",sold,40.97,36.83
Fleurs Et Fruits,2816000,2500000,3500000,Signed Lower Right,nogiven,Oil / Canvas,13,Sotheby's New York,"05/03/2006
                ",sold,54.61,65.28
Paysage,54000,40000,60000,Signed Initials,nogiven,Watercolor / Paper on board,206,"Christie's New York, Rockefeller Center","05/03/2006
                ",sold,23.5,17.48
Femme au corsage rouge,632000,450000,650000,Stamped,1912,Oil / Canvas,307,"Christie's New York, Rockefeller Center","05/03/2006
                ",sold,32.39,41.28
Jeune fille en bleu,464000,450000,550000,Signed,1912,Oil / Canvas,316,"Christie's New York, Rockefeller Center","05/03/2006
                ",sold,32.72,36.2
Chapeau au ruban rouge,721600,400000,600000,Signed,nogiven,Oil / Canvas,338,"Christie's New York, Rockefeller Center","05/03/2006
                ",sold,25.4,33.02
La laveuse,1472000,700000,900000,Signed Lower Right,1891,Oil / Canvas,2,"Christie's New York, Rockefeller Center","05/02/2006
                ",sold,55.88,46.05
Deux femmes dans le jardin de Cagnes,1304000,800000,1200000,Stamped,1918,Oil / Canvas,9,"Christie's New York, Rockefeller Center","05/02/2006
                ",sold,64.77,54.31
"L'ENFANT, JEAN RENOIR, DANS LA CHAISE",327110,279580,349480,Unavailable,1895,Pastel / Paper,117,"Sotheby's London, New Bond Street","02/08/2006
                ",sold,45.4,59.4
LES ROSES ROUGES,178230,104840,139790,Signed Lower Right,nogiven,Oil / Canvas,318,"Sotheby's London, New Bond Street","02/08/2006
                ",sold,30.0,16.5
GABRIELLE ACCOUDÉE,366260,262110,349480,Signed Lower Left,nogiven,Oil / Canvas,320,"Sotheby's London, New Bond Street","02/08/2006
                ",sold,23.0,30.0
"FEMME AU PEPLUM ROUGE, TÊTE, BRAS",192910,87370,122320,Signed Lower Right,1895,Oil / Canvas,322,"Sotheby's London, New Bond Street","02/08/2006
                ",sold,24.2,35.1
PAYSAGE AVEC FLEURS ET FOND DE MER,522820,314530,436850,Stamped,1914,Oil / Canvas,327,"Sotheby's London, New Bond Street","02/08/2006
                ",sold,44.0,33.0
TASSE ET FRUITS,94360,43690,61160,Signed,nogiven,Oil / Canvas,408,"Sotheby's London, New Bond Street","02/08/2006
                ",sold,14.0,17.5
JEUNE FEMME EN BUSTE,125810,69900,104840,Unavailable,nogiven,Oil / Canvas,409,"Sotheby's London, New Bond Street","02/08/2006
                ",sold,12.8,12.0
FEMME COUSANT,424970,262110,349480,Signed,nogiven,Oil / Canvas,410,"Sotheby's London, New Bond Street","02/08/2006
                ",sold,31.3,32.3
L'ÉGLISE À ESSOYES,268400,139790,209690,Unavailable,nogiven,Oil / Canvas,420,"Sotheby's London, New Bond Street","02/08/2006
                ",sold,30.7,25.0
Portrait d'un garçon ,126840,48790,65050,Stamped,1902,Oil / Canvas,227,"Christie's London, King Street","02/07/2006
                ",sold,22.0,21.0
Femme nue en buste,146360,81310,113830,Signed Initials,1915,Oil / Canvas,228,"Christie's London, King Street","02/07/2006
                ",sold,27.0,17.0
"Marine, bateau",359060,195140,292720,Stamped,1885,Oil / Canvas,229,"Christie's London, King Street","02/07/2006
                ",sold,53.0,42.0
"Femme assise, vue de dos",413710,406550,569170,Stamped,1917,Oil / Canvas,230,"Christie's London, King Street","02/07/2006
                ",sold,27.8,30.3
Portrait de Pierre-Henri Renoir ,3304180,2448750,3265000,Signed and Dated,1870,Oil / Canvas,62,"Christie's London, King Street","02/06/2006
                ",sold,64.1,81.0
PAYSAGE,96000,60000,80000,Signed Lower Right,nogiven,Oil / Canvas,108,Sotheby's New York,"11/03/2005
                ",sold,21.59,12.4
JEUNE FILLE ASSISE SUR L'HERBE,744000,650000,850000,Signed Lower Right,nogiven,Oil / Canvas,112,Sotheby's New York,"11/03/2005
                ",sold,35.56,25.73
DEUX FEMMES DANS UN JARDIN,180000,150000,200000,Signed Lower Right,nogiven,Oil / Canvas,114,Sotheby's New York,"11/03/2005
                ",sold,38.74,31.12
DANS LE JARDIN DES COLLETTES A CAGNES,126000,60000,80000,Signed Lower Right,nogiven,Oil / Canvas,133,Sotheby's New York,"11/03/2005
                ",sold,22.86,17.78
