Title,Hammer_Price,Low_Estimate_price,High_Estimate_price,Signature,created_date,Medium,Auction_Lot,Auction_House,Auction_Date,sold_status,height,width
Chevaux blancs et charrettes,60930,46420,69640,Inscribed and Signed,1862,Oil / Panel,211,Christie's Paris,"03/29/2019
                ",sold,22.0,16.9
"PORTRAIT DU PEINTRE LUDOVIC PIETTE, AVEC SON CHAPEAU ROND",261140,81240,116060,Signed,nogiven,Pastel / Paper,120,Sotheby's Paris,"03/28/2019
                ",sold,30.8,44.3
PAYSANNES ASSISES GARDANT DES VACHES,188600,92850,139270,Signed and Dated,1886,Gouache  and pencil / Linen,216,Sotheby's Paris,"03/28/2019
                ",sold,39.0,27.6
Landscape - circa 1880,0,17410,23210,Stamped,1880,Watercolor and pencil / Paper,7,Artcurial,"03/20/2019
                ",sold,32.5,25.0
"La fille de l'artiste, Minette",15590,6560,9190,Stamped,1867,Watercolor and pencil / Paper,36,Bonhams Bond Street,"02/28/2019
                ",sold,10.8,15.3
La porteuse de bois,0,65630,105000,Signed Lower Right,1885,Watercolor and gouache / Paper,316,"Christie's London, King Street","02/28/2019
                ",sold,13.7,19.0
"Bords de l'Epte à Êragny, soleil couchant",1038520,787500,1050000,Signed and Dated,1897,Oil / Canvas,42,"Christie's London, King Street","02/27/2019
                ",sold,73.2,60.2
LE CLOCHER DE BAZINCOURT ,229690,157500,236250,Stamped,1895,Oil / Canvas,142,"Sotheby's London, New Bond Street","02/27/2019
                ",sold,54.0,65.0
"EFFET DE PLUIE AU VALHERMEIL, AUVERS-SUR-OISE",229690,105000,157500,Signed and Dated,1881,Oil / Canvas,353,"Sotheby's London, New Bond Street","02/27/2019
                ",sold,46.4,38.1
"JEANNE PISSARRO DITE MINETTE, ASSISE AU JARDIN, PONTOISE",2224690,1312500,1968750,Stamped,1872,Oil / Canvas,22,"Sotheby's London, New Bond Street","02/26/2019
                ",sold,60.0,73.0
Paysage,0,40060,60080,Signed Monogram,nogiven,Pastel / Paper,3202,"Galerie Koller, AG, Zurich","12/07/2018
                ",sold,50.0,33.0
Pontoise. Um 1874/75,0,16250,20890,Stamped,1874/75,Watercolor and pencil / Paper,515,"Ketterer Kunst, Munich","12/06/2018-12/08/2018
                ",sold,25.1,17.7
La Gardeuse d'oies,137500,80000,120000,Signed and Dated,1890,Oil  on cradled panel,8,Bonhams New York,"11/13/2018
                ",sold,13.97,18.42
"ROUTE ENNEIGÉE AVEC MAISON, ENVIRONS D'ERAGNY",711000,450000,650000,Signed and Dated,1885,Oil / Canvas,154,Sotheby's New York,"11/13/2018
                ",sold,40.97,33.02
"CHASSEUR EN HIVER, PAYSAGE À NORWOOD",399000,250000,350000,Signed Lower Right,1870,Gouache  and crayon on paper laid down on card,155,Sotheby's New York,"11/13/2018
                ",sold,37.8,27.0
PAYSANS RAMASSANT DES HERBES,68750,70000,90000,Signed and Dated,1890,Watercolor  and black chalk / Paper,271,Sotheby's New York,"11/13/2018
                ",sold,59.06,29.21
LA BERGÈRE,0,50000,70000,Signed Initials,nogiven,Watercolor  on paper laid down on card,285,Sotheby's New York,"11/13/2018
                ",sold,15.88,19.05
CHEVAL BLANC DEVANT UNE FERME,11250,8000,12000,Stamped,1861-64,Gouache / Paper,445,Sotheby's New York,"11/13/2018
                ",sold,13.34,18.75
PAYSANNE À LA FOURCHE,30000,30000,50000,Stamped,1901,Pastel  and black chalk / Paper,446,Sotheby's New York,"11/13/2018
                ",sold,32.39,47.96
"PRAIRIE AVEC VACHES, BRUME, SOLEIL COUCHANT À ÉRAGNY",3735000,2000000,3000000,Signed and Dated,1891,Oil / Canvas,13,Sotheby's New York,"11/12/2018
                ",sold,65.1,53.98
"PRIMROSE HILL, LONDRES",1935000,2000000,3000000,Signed and Dated,1892,Oil / Canvas,15,Sotheby's New York,"11/12/2018
                ",sold,80.98,65.1
Ludgate Hill,35000,20000,30000,Stamped,1890,Watercolor and pencil / Paper,162,"Christie's New York, Rockefeller Center","11/12/2018
                ",sold,14.3,18.11
Portrait d'Alfred Isaacson,0,30000,50000,Unavailable,1883,Pastel / Paper,184,"Christie's New York, Rockefeller Center","11/12/2018
                ",sold,42.88,50.17
La cueillette des pommes,0,250000,350000,Unavailable,1884-1885,Oil  on faience,412,"Christie's New York, Rockefeller Center","11/12/2018
                ",sold,40.01,20.02
"La Rue Saint-Lazare, temps lumineux",12350000,8000000,12000000,Signed and Dated,1893,Oil / Canvas,10A,"Christie's New York, Rockefeller Center","11/11/2018
                ",sold,60.33,73.36
"Le jardin de Maubuisson, vu vers la côte Saint-Denis, Pontoise",972500,1000000,1500000,Signed and Dated,1876,Oil / Canvas,17A,"Christie's New York, Rockefeller Center","11/11/2018
                ",sold,73.03,59.69
"Paysannes dans les champs, Pontoise",732500,700000,1000000,Signed and Dated,1880,Oil / Canvas,30A,"Christie's New York, Rockefeller Center","11/11/2018
                ",sold,55.58,46.36
"Le Marché de Gisors, Grande-Rue",972500,1000000,1500000,Signed and Dated,1885,Oil / Canvas,33A,"Christie's New York, Rockefeller Center","11/11/2018
                ",sold,38.1,46.36
"Neige, soleil couchant, Eragny",0,1400000,1800000,Signed and Dated,1894,Oil / Canvas,39A,"Christie's New York, Rockefeller Center","11/11/2018
                ",sold,81.28,60.02
Femme se cambrant ,40620,17410,23210,Signed Monogram,Ci1890,Watercolor and ink  over pencil / Paper,77,Grisebach,"10/25/2018
                ",sold,9.22,14.94
PROJET D'ÉVENTAIL,29020,20890,29020,Stamped,mid-1880's,Watercolor  and black crayon / Paper,338,Sotheby's Paris,"10/19/2018
                ",sold,60.3,34.4
Maison avec Palmiers ,16250,15000,20000,Stamped,nogiven,Watercolor and pencil / Paper,71,Swann Galleries,"09/20/2018
                ",sold,27.31,22.23
"Paysage, Pontoise.",6750,7000,10000,Stamped,1875-80,Watercolor / Paper,76,Swann Galleries,"09/20/2018
                ",sold,9.86,6.68
Chantillon-sur-Seine,22500,10000,15000,Stamped,nogiven,Watercolor and gouache  with pencil / Paper,82,"Christie's New York, Rockefeller Center","08/22/2018-08/23/2018
                ",sold,16.51,23.5
La clairiere,57420,45940,59060,Signed Lower Right,nogiven,Pastel / Paper,172,"Christie's London, King Street","06/21/2018
                ",sold,28.0,22.5
"MARCHÉ À LA VOLAILLE, GISORS",27890,15750,23630,Inscribed and Signed,1889,Watercolor  and wash / Paper,109,"Sotheby's London, New Bond Street","06/20/2018
                ",sold,16.2,20.5
"LES POMMIERS, PONTOISE",82030,32810,45940,Signed Lower Left,1872,Pastel / Paper,111,"Sotheby's London, New Bond Street","06/20/2018
                ",sold,37.1,27.5
LES PRÉS À ERAGNY,82030,39380,52500,Signed Lower Left,1887,Pastel / Paper,112,"Sotheby's London, New Bond Street","06/20/2018
                ",sold,31.5,24.3
"VACHES AU PRÉ, PONTOISE AU LOINTAIN",52500,32810,45940,Signed,1880,Gouache / Silk,126,"Sotheby's London, New Bond Street","06/20/2018
                ",sold,56.4,35.3
"PAYSANNES RAMASSANT DES HERBES, ERAGNY",1084130,525000,787500,Signed and Dated,1886,Oil / Canvas,127,"Sotheby's London, New Bond Street","06/20/2018
                ",sold,46.0,38.0
PORTRAIT DE FÉLICIE VELLAY ESTRUC,0,105000,157500,Signed,1874,Pastel / Paper,131,"Sotheby's London, New Bond Street","06/20/2018
                ",sold,31.0,49.0
"LE BOULEVARD MONTMARTRE, BRUME DU MATIN",4580630,3937500,6562500,Signed and Dated,1897,Oil / Canvas,10,"Sotheby's London, New Bond Street","06/19/2018
                ",sold,65.5,54.0
Pommier à Éragny Um 1888,30040,40060,0,Stamped,1888,Watercolor  over pencil / Paper,147,Galerie Kornfeld and Cie,"06/15/2018
                ",sold,25.2,17.2
Portrait of a boy.,178480,177700,213240,Unsigned,nogiven,Oil / Canvas,223,"Bruun Rasmussen, Copenhagen","05/29/2018-06/07/2018
                ",sold,30.0,37.0
PAYSAGE,8000,5000,10000,Stamped,nogiven,Watercolor and pencil / Paper,6074,Susanin's Auctioneers & Appraisers,"05/23/2018
                ",sold,20.96,12.7
Paysage avec trois paysans,262500,100000,150000,Signed and Dated,1891,Gouache / Paper on board,164,"Christie's New York, Rockefeller Center","05/16/2018
                ",sold,23.83,30.81
"Le relais de poste sur la route de Versailles, Louveciennes",0,700000,1000000,Signed and Dated,1871,Oil / Canvas,337,"Christie's New York, Rockefeller Center","05/16/2018
                ",sold,54.61,43.18
MAISON SUR LA FALAISE,41250,20000,30000,Stamped,1883,Gouache  and pen and ink / Paper,119,Sotheby's New York,"05/15/2018
                ",sold,12.4,19.38
VACHÈRE DANS UNE CLAIRIÈRE,175000,200000,300000,Signed and Dated,1890,"Gouache  , pastel and charcoal / Card",120,Sotheby's New York,"05/15/2018
                ",sold,20.65,24.77
ENVIRONS DE ROUEN,68750,70000,90000,Signed and Dated,1883,Oil / Board,129,Sotheby's New York,"05/15/2018
                ",sold,26.67,21.59
ALLÉE DANS UNE FÔRET,300000,250000,350000,Signed Lower Left,1859,Oil / Canvas,391,Sotheby's New York,"05/15/2018
                ",sold,33.35,40.64
LA CHARITÉ,0,400000,600000,Signed and Dated,1876,Oil / Canvas,395,Sotheby's New York,"05/15/2018
                ",sold,46.05,56.52
Deux Femmes,0,3000,5000,Stamped,nogiven,Pastel / Paper,329,"Skinner Inc, Boston","05/11/2018
                ",sold,26.37,13.18
La récolte des pommes de terre,1572500,700000,1000000,Signed and Dated,1886,Gouache  over pencil / Silk,511,"Christie's New York, Rockefeller Center","05/10/2018
                ",sold,40.64,28.58
Félix Pissarro lisant,3012500,900000,1200000,Signed and Dated,1893,Oil / Canvas,524,"Christie's New York, Rockefeller Center","05/10/2018
                ",sold,38.1,45.72
Berger et église d'Eragny,187500,150000,250000,Signed and Dated,1889,Gouache  over pencil on silk laid down on panel / Panel,544,"Christie's New York, Rockefeller Center","05/10/2018
                ",sold,19.38,13.97
"Paysage avec peupliers, temps gris, Eragny",4812500,3000000,5000000,Signed and Dated,1899,Oil / Canvas,13,"Christie's New York, Rockefeller Center","05/08/2018
                ",sold,65.1,81.28
"LE PONT-ROYAL, APRÈS-MIDI, TEMPS COUVERT, 4E SÉRIE",1612070,1160600,1740900,Signed and Dated,1903,Oil / Canvas,204,Sotheby's Paris,"03/23/2018
                ",sold,65.2,50.6
"PAYSAGE DANS UN CHAMP, LA VARENNE, SAINT-HILAIRE",65280,58030,81240,Stamped,1865,Oil / Canvas,222,Sotheby's Paris,"03/23/2018
                ",sold,35.4,18.2
Matinée d'automne à Éragny,40620,29020,40620,Signed and Dated,1888,Watercolor / Paper,84,Christie's Paris,"03/22/2018
                ",sold,17.8,12.8
Le Père Melon assis,24660,8120,11610,Signed Initials,1879,Pastel  on etching base on paper,120,Christie's Paris,"03/22/2018
                ",sold,18.4,12.7
LA MAISON DE LA SOURDE ET LE CLOCHER D'ERAGNY,164060,131250,196880,Signed Lower Left,1894,Oil  on canvas laid down on panel,162,"Sotheby's London, New Bond Street","03/01/2018
                ",sold,15.6,21.6
"LA CÔTE DES MATHURINS À L'HERMITAGE, PONTOISE",0,525000,787500,Signed and Dated,1876,Oil / Canvas,9,"Sotheby's London, New Bond Street","02/28/2018
                ",sold,56.0,46.0
"Paysannes dans les champs, Éragny",0,131250,196880,Signed and Dated,1890,Watercolor and gouache / Paper,262,"Christie's London, King Street","02/28/2018
                ",sold,55.3,27.5
Paysage,0,0,0,Stamped,nogiven,Watercolor and pencil / Paper,1936012,Susanin's Auctioneers & Appraisers,"12/09/2017
                ",sold,20.96,12.7
Femme étendant du linge ,0,638330,754390,Stamped,1887,Oil / Canvas,32,Leclere Marseille,"12/04/2017
                ",sold,59.7,73.5
Finistère,19610,11610,17410,Signed and Dated,1927,Oil / Canvas,33,Leclere Marseille,"12/04/2017
                ",sold,85.0,61.0
Vue sur le village d'Osny,440000,352000,528000,Signed and Dated,1884,Oil / Canvas,109,Shinwa Art Auction,"11/18/2017
                ",sold,46.0,55.3
"LES COTEAUX DE GISORS, TEMPS GRIS",531000,300000,400000,Signed and Dated,1885,Oil / Canvas,364,Sotheby's New York,"11/15/2017
                ",sold,54.94,46.05
"LE LABOURAGE, BÉRELLES",125000,30000,40000,Signed Lower Left,1860,Oil / Panel,435,Sotheby's New York,"11/15/2017
                ",sold,24.77,17.15
PAYSAGE,50000,12000,18000,Stamped,1890-95,Watercolor  and charcoal on paper laid down on card,436,Sotheby's New York,"11/15/2017
                ",sold,25.73,10.8
"JEANNE DITE COCOTTE, ET LUDOVIC RODOLPHE PISSARRO SUR UN TAPIS",735000,800000,1200000,Stamped,1883,Oil / Canvas,41,Sotheby's New York,"11/14/2017
                ",sold,40.97,32.72
"Les Arbres, Eragny",35000,20000,30000,Signed and Dated,1890,Watercolor and pencil / Paper,165,"Christie's New York, Rockefeller Center","11/14/2017
                ",sold,25.1,17.48
Marché à Gisors,47500,40000,60000,Signed Initials,1885,Pastel  and charcoal / Paper,193,"Christie's New York, Rockefeller Center","11/14/2017
                ",sold,17.78,22.86
Les coteaux de Gisors,0,800000,1200000,Signed and Dated,1884,Oil / Canvas,349,"Christie's New York, Rockefeller Center","11/14/2017
                ",sold,65.1,53.67
"La Seine à Rouen, pont Boieldieu",0,500000,700000,Signed and Dated,1896,Oil / Canvas,425,"Christie's New York, Rockefeller Center","11/14/2017
                ",sold,64.14,54.61
Verger à Saint-Ouen-l'Aumône en hiver,1152500,700000,1000000,Signed and Dated,1877,Oil / Canvas,445,"Christie's New York, Rockefeller Center","11/14/2017
                ",sold,55.88,46.69
Gelée blanche à Eragny,250000,200000,300000,Signed and Dated,1902,Oil / Canvas,506,"Christie's New York, Rockefeller Center","11/14/2017
                ",sold,33.02,41.28
"Jardin de Kew, Londres, près d'un étang",4692500,3000000,5000000,Signed and Dated,1892,Oil / Canvas,17A,"Christie's New York, Rockefeller Center","11/13/2017
                ",sold,55.25,46.36
"Le Jardin des Tuileries, matinée de printemps",0,1500000,2000000,Signed and Dated,1899,Oil / Canvas,30A,"Christie's New York, Rockefeller Center","11/13/2017
                ",sold,92.71,65.74
"Le Pont-Neuf, effet de neige et brouillard",1272500,1000000,1500000,Signed and Dated,1902,Oil / Canvas,41A,"Christie's New York, Rockefeller Center","11/13/2017
                ",sold,80.98,65.41
Two Women at Market,13530,8000,10000,Stamped,nogiven,Watercolor  and charcoal / Paper,348,"Skinner Inc, Boston","09/27/2017
                ",sold,17.15,21.92
PAISAJE CON UN ÁRBOL,64400,20160,28000,Signed and Dated,1902,Pastel / Canvas on board,207,Morton Casa de Subastas,"09/12/2017
                ",sold,20.0,15.0
"Soleil couchant, hiver",327370,318450,445830,Stamped,1885,Oil / Canvas,371,"Christie's London, King Street","06/28/2017
                ",sold,47.2,39.5
Coin du jardin à Éragny,174510,152860,229280,Signed and Dated,1899,Oil / Canvas,373,"Christie's London, King Street","06/28/2017
                ",sold,22.0,16.0
Baigneuse les pieds dans l'eau,189800,63690,89170,Stamped,1896,Oil / Canvas,423,"Christie's London, King Street","06/28/2017
                ",sold,16.2,22.2
"Paysanne dans un champ, La Varenne-Saint-Hilaire",0,63690,101900,Stamped,1865,Oil / Canvas,424,"Christie's London, King Street","06/28/2017
                ",sold,35.2,18.0
"La sente des Pouilleux, Pontoise",847080,764280,1146420,Signed and Dated,1878,Oil / Canvas,33,"Christie's London, King Street","06/27/2017
                ",sold,60.2,73.0
JEUNES PAYSANNES CAUSANT,57320,50950,76430,Stamped,1884,Pastel  and charcoal / Paper,383,"Sotheby's London, New Bond Street","06/22/2017
                ",sold,42.3,58.5
ETANG DE MONTFOUCAULT,0,76430,101900,Signed Lower Right,1874-75,Pastel  and charcoal / Paper,385,"Sotheby's London, New Bond Street","06/22/2017
                ",sold,37.6,26.4
LE REPOS SOUS LES ARBRES,0,2292840,3184500,Signed and Dated,1872,Oil / Canvas,61,"Sotheby's London, New Bond Street","06/21/2017
                ",sold,92.4,74.3
"""La Route de Marly, Louveciennes""",0,447080,670620,Signed Lower Right,1871,Oil / Canvas,186,Grisebach,"05/31/2017
                ",sold,41.5,32.5
Effet de neige à Eragny,409400,334200,445600,Stamped,1890,Oil / Canvas,5,Artcurial,"05/30/2017
                ",sold,54.0,65.0
Paul-Emile écrivant,0,220000,280000,Stamped,1894,Oil / Canvas,10,Bonhams New York,"05/17/2017
                ",sold,38.43,46.05
VUE DE BAZINCOURT EN HIVER,0,400000,600000,Signed and Dated,1998,Oil / Canvas,197,Sotheby's New York,"05/17/2017
                ",sold,54.94,46.05
FENAISON,0,400000,600000,Signed Lower Right,1901,Pastel  and colored crayon / Paper,200,Sotheby's New York,"05/17/2017
                ",sold,61.93,46.99
"BASSE-COUR À LA 'MAISON ROUGE', PONTOISE",0,600000,800000,Signed and Dated,1877,Oil / Canvas,398,Sotheby's New York,"05/17/2017
                ",sold,65.41,54.61
"L'HERMITAGE EN ÉTÉ, PONTOISE",0,1000000,1500000,Signed and Dated,1877,Oil / Canvas,47,Sotheby's New York,"05/16/2017
                ",sold,91.44,56.52
"Eragny, le soir",18750,15000,20000,Inscribed,1890,Watercolor and pencil / Paper,166,"Christie's New York, Rockefeller Center","05/16/2017
                ",sold,12.7,17.78
Terrain labouré,0,30000,40000,Signed Lower Left,1888,Watercolor and pencil / Paper,167,"Christie's New York, Rockefeller Center","05/16/2017
                ",sold,29.21,22.56
Paysage à Hébécourt,25000,20000,30000,Signed Lower Right,1890,Watercolor  and charcoal / Paper,171,"Christie's New York, Rockefeller Center","05/16/2017
                ",sold,21.92,13.03
Femme se coiffant,463500,400000,600000,Signed and Dated,1894,Oil / Canvas,369,"Christie's New York, Rockefeller Center","05/16/2017
                ",sold,38.43,46.05
"La route de Saint-Germain, Louveciennes",0,1500000,2500000,Signed Lower Right,1870,Oil / Canvas,38A,"Christie's New York, Rockefeller Center","05/15/2017
                ",sold,55.25,46.69
Prairie de Bazincourt,967500,1000000,1500000,Signed and Dated,1885,Oil / Canvas,46A,"Christie's New York, Rockefeller Center","05/15/2017
                ",sold,54.94,46.05
"Statue d'Henri IV, matin, soleil ",3487500,3000000,4000000,Signed and Dated,1902,Oil / Canvas,53A,"Christie's New York, Rockefeller Center","05/15/2017
                ",sold,92.41,73.66
FEMME ÉTENDANT DU LINGE,619500,478170,584430,Signed Monogram,1887,Oil / Canvas,7,Hampel Fine Art Auctions,"04/29/2017
                ",sold,60.0,73.0
"Vaches au pré, Pontoise au lointain.",0,42700,64040,Signed Lower Left,nogiven,Gouache / Paper,85,Drouot Estimations,"03/31/2017
                ",sold,54.5,15.0
COUCHER DE SOLEIL,53370,21350,32020,Signed Lower Left,1870-71,Pastel  and charcoal / Paper,49,Sotheby's Paris,"03/23/2017
                ",sold,27.64,19.69
"La traite des vaches, Éragny",0,74720,106740,Signed and Dated,1884,"Watercolor  , gouache and pastel / Paper",132,Christie's Paris,"03/23/2017
                ",sold,31.2,24.1
Arbres au bord d'une rivière,17350,5340,7470,Signed and Dated,1869,Watercolor and pencil / Paper,240,Christie's Paris,"03/23/2017
                ",sold,31.0,41.7
"SOLEIL COUCHANT, PONTOISE",466800,429100,551700,Signed and Dated,1979,Oil / Canvas,128,"Sotheby's London, New Bond Street","03/02/2017
                ",sold,65.2,54.3
"Les Porteuses de fagots, effet de neige",288240,185570,247420,Signed and Dated,1885,Gouache  on silk / Card,211,"Christie's London, King Street","03/01/2017
                ",sold,64.0,20.0
"Femme lavant du linge, avec enfant",236290,74230,98970,Signed Lower Right,1898,Gouache  on silk / Card,212,"Christie's London, King Street","03/01/2017
                ",sold,13.7,17.5
Dans les blés,303090,86600,123710,Signed Lower Right,nogiven,Gouache  on silk / Card,213,"Christie's London, King Street","03/01/2017
                ",sold,16.6,21.0
"Paysage avec deux personnages, Éragny, automne",258550,148450,222680,Signed and Dated,1902,Oil  on silk / Board,527,"Christie's London, King Street","03/01/2017
                ",sold,21.6,27.2
"Pommiers à Pontoise, la maison du père Gallien",0,374010,623350,Signed and Dated,1868,Oil / Canvas,25,"Christie's London, King Street","02/28/2017
                ",sold,46.4,38.3
Petite bonne flamande dite ‘La Rosa’,903860,748020,997360,Signed and Dated,1896,Oil / Canvas,27,"Christie's London, King Street","02/28/2017
                ",sold,46.3,55.3
"' Palmiers, Galipan'",7060,6200,8670,Inscribed,1854,Watercolor  and black lead / Paper,1365,Reeman Dansie,"11/22/2016-11/23/2016
                ",sold,20.3,26.5
Paysannes au Marché de Gisors,0,60000,80000,Signed Lower Left,1885,Watercolor  and black conte crayon / Paper,1087,"Christie's New York, Rockefeller Center","11/17/2016
                ",sold,24.13,31.12
Les Seigles,30000,20000,30000,Signed Lower Left,Augus1888,Watercolor and pencil / Paper,1095,"Christie's New York, Rockefeller Center","11/17/2016
                ",sold,31.12,23.83
"La Gare d'Orléans, Saint-Sever, Rouen",0,4000000,6000000,Signed Lower Left,1896,Oil / Canvas,11B,"Christie's New York, Rockefeller Center","11/16/2016
                ",sold,92.08,73.36
PAYAGE D'HIVER  & BASSE-COUR AVEC POULES ET CANARDS  ,0,700000,900000,Signed and Dated,1877/76,Oil / Canvas,408,Sotheby's New York,"11/15/2016
                ",sold,46.05,38.1
LE MARCHÉ,0,30000,40000,Signed Initials,1901,Watercolor and ink  and brush / Paper,431,Sotheby's New York,"11/15/2016
                ",sold,21.29,13.67
"PAYSAGE À L'HERMITAGE, PONTOISE ; LA BAIGNEUSE ",0,800000,1200000,Signed and Dated,1876,Oil / Canvas,43,Sotheby's New York,"11/14/2016
                ",sold,53.34,38.1
Landscape,3750,15000,25000,Signed Lower Left,1890,Watercolor / Paper,4061,J Levine Auction & Appraisal LLC,"11/05/2016
                ",sold,26.04,17.15
"PAYSAGE AVEC FEMMES SOUS UN GRAND ARBRE, SAINT-THOMAS ",109310,65580,94730,Unavailable,1854-55,Oil  on paper / Canvas,356,"Sotheby's London, New Bond Street","06/22/2016
                ",sold,33.7,24.0
LE FOND DE SAINT-ANTOINE À PONTOISE,182180,174890,262330,Stamped,1873,Oil / Canvas,361,"Sotheby's London, New Bond Street","06/22/2016
                ",sold,46.4,38.4
LES SARCLEURS,0,262330,364350,Signed and Dated,1882,Pastel  and gouache / Linen,362,"Sotheby's London, New Bond Street","06/22/2016
                ",sold,31.1,22.3
LA CLAIRIÈRE,0,58300,87440,Signed Lower Right,1875,Pastel / Paper,367,"Sotheby's London, New Bond Street","06/22/2016
                ",sold,28.5,22.1
RUE DE VILLAGE À AUVERS,776790,728700,1020180,Signed and Dated,1880,Pastel  on paper laid down on canvas,3,"Sotheby's London, New Bond Street","06/21/2016
                ",sold,71.7,59.0
"Le Grand noyer et le pré, Eragny",49370,44880,56110,Signed Lower Left,nogiven,Oil / Panel,18,Ferri,"06/10/2016
                ",sold,23.2,15.5
Paysage à Saint Thomas ; Etudes ,20000,12000,18000,Stamped,nogiven,Watercolor  over pencil / Paper,1059,"Christie's New York, Rockefeller Center","05/13/2016
                ",sold,32.72,18.42
Paysanne et vache,27500,10000,15000,Signed Lower Right,nogiven,Watercolor / Paper,1060,"Christie's New York, Rockefeller Center","05/13/2016
                ",sold,20.65,16.84
Gardeuse de vache allongée sur un talus,56250,60000,80000,Stamped,1880,Pastel / Paper,1061,"Christie's New York, Rockefeller Center","05/13/2016
                ",sold,37.16,27.94
Trois mineurs pelletan du charbon,13750,7000,10000,Stamped,1893,"Gouache  , brush and gray wash and charcoal / Paper",1063,"Christie's New York, Rockefeller Center","05/13/2016
                ",sold,23.5,22.56
Buste de femme de profil à droite,21250,18000,25000,Stamped,1888,Pastel / Paper,1064,"Christie's New York, Rockefeller Center","05/13/2016
                ",sold,30.48,40.97
Dans le bois de l'Hermitage,509000,300000,500000,Signed and Dated,1977,Oil / Canvas,1328,"Christie's New York, Rockefeller Center","05/13/2016
                ",sold,46.36,55.25
"Vieux vigneron, Moret",665000,500000,700000,Signed and Dated,1902,Oil / Canvas,1340,"Christie's New York, Rockefeller Center","05/13/2016
                ",sold,54.61,65.1
"Paysage avec maisons, environs d'Éragny",221000,100000,150000,Stamped,1888,Oil / Panel,14,Bonhams New York,"05/11/2016
                ",sold,24.13,16.51
LE MARCHÉ,137500,150000,250000,Signed and Dated,1889,Watercolor  and crayon / Paper,117,Sotheby's New York,"05/10/2016
                ",sold,22.86,29.21
"PAYSANNE DANS UN CHAMP, LA VARENNE-SAINT-HILAIRE",0,80000,120000,Stamped,1865,Oil / Canvas,372,Sotheby's New York,"05/10/2016
                ",sold,34.93,18.42
"CHEMIN DE L’ÉCLUSE, SAINT-OUEN-L’AUMÔNE",1330000,1500000,2000000,Signed and Dated,1882,Oil / Canvas,30,Sotheby's New York,"05/09/2016
                ",sold,54.94,64.77
Zwei Bäuerinnen im Gespräch.,3114,3114,5190,Signed Monogram,nogiven,Watercolor and pencil / Paper,70,Galerie Widmer Auktionen,"04/29/2016
                ",sold,12.6,21.6
PAYSAGE A PONTOISE,44330,22730,34100,Stamped,1878,Oil / Panel,21,Artcurial,"04/05/2016
                ",sold,10.0,7.3
Entrée du port du Havre et le brise-lames ouest,0,249810,317940,Signed and Dated,1903,Oil / Canvas,233,Christie's Paris,"03/31/2016
                ",sold,34.5,23.7
CAVALIER À L'ORÉE D'UN BOIS,67710,43920,58560,Signed Lower Right,nogiven,Oil / Canvas,207,"Sotheby's London, New Bond Street","02/04/2016
                ",sold,32.0,39.5
"L'HERMITAGE EN ÉTÉ, PONTOISE",0,3722420,5010950,Signed Lower Left,1877,Oil / Canvas,27,"Sotheby's London, New Bond Street","02/03/2016
                ",sold,91.5,57.0
Julie Pissarro cousant,295650,286340,429510,Signed Initials,1874,Oil / Canvas,381,"Christie's London, King Street","02/03/2016
                ",sold,54.0,65.0
La gardeuse d’oies ,0,357930,501100,Signed Lower Left,1890,Gouache / Silk,18,"Christie's London, King Street","02/02/2016
                ",sold,20.6,25.1
Le village à travers les arbres,862600,715850,1145360,Signed Lower Left,1869,Oil / Canvas,19,"Christie's London, King Street","02/02/2016
                ",sold,45.4,55.2
Paysage du midi,16610,14000,16000,Signed Initials,nogiven,Watercolor and pencil / Paper on board,184,Matsart Auctioneers & Appraisers,"12/20/2015
                ",sold,12.0,15.0
PONT DE L'ARCHE,21250,12000,18000,Stamped,1896-98,Watercolor  and charcoal / Paper,27,Sotheby's New York,"12/07/2015
                ",sold,17.78,20.65
Paysage avec trois paysans. 1891,0,180130,270190,Signed and Dated,1891,Gouache / Paper on board,3207,"Galerie Koller, AG, Zurich","12/04/2015
                ",sold,24.0,31.0
Près le théâtre des arts Rouen,40010,31760,42340,Signed Lower Right,nogiven,Watercolor / Paper,61,Blanchet & Associes,"11/27/2015
                ",sold,29.0,22.5
Quai de la Bourse,36300,32270,43020,Signed and Dated,1898,Watercolor / Vellum,286,Karl & Faber Kunstauktionen,"11/13/2015
                ",sold,25.5,18.4
Portrait du fils de l'artiste: Ludovic-Rodolphe,57500,60000,80000,Stamped,1885-88,Watercolor and pencil / Paper,1055,"Christie's New York, Rockefeller Center","11/13/2015
                ",sold,25.1,31.12
Paysan et paysanne dans les champs,269000,150000,250000,Signed Lower Left,1882,Gouache / Silk,1070,"Christie's New York, Rockefeller Center","11/13/2015
                ",sold,59.69,30.81
Baigneuses,65000,70000,100000,Signed Initials,1896,Watercolor and gouache / Paper,1076,"Christie's New York, Rockefeller Center","11/13/2015
                ",sold,22.86,29.21
Anes au pâturage,245000,250000,350000,Signed and Dated,1862,Oil / Canvas on board,1281,"Christie's New York, Rockefeller Center","11/13/2015
                ",sold,75.9,37.8
"Les coteaux de Chou, Pontoise",2965000,2500000,3500000,Signed and Dated,1882,Oil / Canvas,5,"Christie's New York, Rockefeller Center","11/12/2015
                ",sold,73.66,60.33
"Le jardin de Maubuisson, Pontoise",2965000,3000000,5000000,Signed and Dated,1881,Oil / Canvas,37,"Christie's New York, Rockefeller Center","11/12/2015
                ",sold,73.36,60.02
